10月12日更新,#genre#
电视剧场十一,http://159.75.85.63:35455/huya/11602088

综艺频道,#genre#
易中天品三国,http://159.75.85.63:35455/huya/11602032
脱口秀来了,http://159.75.85.63:35455/huya/11352875
春晚经典,http://159.75.85.63:35455/huya/11602068
经典小品,http://159.75.85.63:35455/huya/11352938
奔跑吧,http://159.75.85.63:35455/huya/29465870
来桃花坞,http://159.75.85.63:35455/huya/29465869
穿越吧,http://159.75.85.63:35455/huya/11352907
80后脱口秀,http://159.75.85.63:35455/huya/11352961
漂亮国达人秀,http://159.75.85.63:35455/huya/26355865
娱乐播报,http://159.75.85.63:35455/huya/26355849
罗翔讲法,http://159.75.85.63:35455/huya/11601965
易中天品三国,http://159.75.85.63:35455/huya/11602032
脱口秀来了,http://159.75.85.63:35455/huya/11352875
春晚经典,http://159.75.85.63:35455/huya/11602068
经典小品,http://159.75.85.63:35455/huya/11352938
奔跑吧,http://159.75.85.63:35455/huya/29465870
来桃花坞,http://159.75.85.63:35455/huya/29465869
穿越吧,http://159.75.85.63:35455/huya/11352907
80后脱口秀,http://159.75.85.63:35455/huya/11352961
漂亮国达人秀,http://159.75.85.63:35455/huya/26355865
娱乐播报,http://159.75.85.63:35455/huya/26355849
罗翔讲法,http://159.75.85.63:35455/huya/11601965

埋堆堆,#genre#
埋堆堆1,http://159.75.85.63:35455/huya/23749096 
埋堆堆2,http://159.75.85.63:35455/huya/23735126 
埋堆堆3,http://159.75.85.63:35455/huya/23865152 
埋堆堆4,http://159.75.85.63:35455/huya/23903196 
埋堆堆5,http://159.75.85.63:35455/huya/23740156 
埋堆堆6,http://159.75.85.63:35455/huya/23728660 
埋堆堆7,http://159.75.85.63:35455/huya/23865058 
埋堆堆8,http://159.75.85.63:35455/huya/23734183 
埋堆堆9,http://159.75.85.63:35455/huya/23865036 
埋堆堆10,http://159.75.85.63:35455/huya/23734246 
埋堆堆11,http://159.75.85.63:35455/huya/23863796 
埋堆堆12,http://159.75.85.63:35455/huya/23749083 
埋堆堆13,http://159.75.85.63:35455/huya/23824164 
埋堆堆14,http://159.75.85.63:35455/huya/23863804 
埋堆堆15,http://159.75.85.63:35455/huya/23865142 
埋堆堆16,http://159.75.85.63:35455/huya/23903183 
埋堆堆17,http://159.75.85.63:35455/huya/23903130 
埋堆堆18,http://159.75.85.63:35455/huya/23734169 


会员频道_2020,#genre#
重温经典,http://36.108.172.237:10097/stream/channelid/1129822714 
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv 
凤凰中文,http://58.144.154.93/qctv.fengshows.cn/live/0701pcc72.m3u8 
凤凰资讯,http://58.144.154.93/qctv.fengshows.cn/live/0701pin72.m3u8 
凤凰香港,http://58.144.154.93/qctv.fengshows.cn/live/0701phk72.m3u8 
凤凰卫视,http://58.144.154.93/qctv.fengshows.cn/live/0701pcc72.m3u8 
凤凰香祖国同胞,http://58.144.154.93/qctv.fengshows.cn/live/0701phk72.m3u8 
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8 
TVB星河,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8 
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8 
香港卫视台,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8 
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn$1920x1080 
无线翡翠台,http://8.137.59.151:3009/dianshimi/fenghuang666.php?id=188 
TVBS欢乐,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8532/.m3u8 
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8 
广电翡翠,http://cdn2.1689.us.kg/live/live1.1.php?id=fct2 
TVB翡翠4k,http://cdn2.1689.us.kg/live/live1.1.php?id=fct4k 
ViuTVsix,http://124.244.149.194:65530/bysid/96.m3u8 
ViuTV,http://124.244.149.194:65530/bysid/99.m3u8 
明珠台,http://124.244.149.194:65531/bysid/2.m3u8 
TVB Plus,http://124.244.149.194:65531/bysid/82.m3u8 
無綫新聞台,http://124.244.149.194:65531/bysid/83.m3u8 
鳳凰衛視香港台,http://124.244.149.194:65531/bysid/85.m3u8 
星河台,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8 
翡翠台[1920x1080],http://php.jdshipin.com:8880/PLTV/iptv.php?id=fct3 
TVB星河[1280x720],http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe 
J2[1920x1080],http://php.jdshipin.com:8880/PLTV/iptv.php?id=j2 
VIUTV[1920x1080],http://php.jdshipin.com:8880/PLTV/iptv.php?id=viutv 
TVB无线新闻台,http://live.cooltv.top/tv/tvb.php?id=0&hq 
TVB无线财经台,http://live.cooltv.top/tv/tvb.php?id=2&hq 
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8 
唯心电视,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8 
生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8 
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8 
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8 
点掌财经,https://wsvideo.aniu.tv/live/aniu/playlist.m3u8 
好消息,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8 
美亚电视C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8 
TAIWANPlus,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8 
RTHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8 
RTHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8 
RTHK35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8 
耀才财经频道,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8 
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8 
经典影视,https://ali.hlspull.yximgs.com/live/asdfg32516.flv 
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8 
半岛新闻,https://live-hls-web-aje.getaj.net/AJE/01.m3u8 
海峡两岸,http://hls.cntv.myhwcdn.cn/asp/hls/1200/0303000a/3/default/93dafada4e35457788319f02f5063529/1200.m3u8 
Pet,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01076-lightningintern-petclub-samsungnz/playlist.m3u8 
EWTN,https://cdn3.wowza.com/1/QmVNUVhTNTZSS3Uz/YWQ0aHpi/hls/live/playlist.m3u8 
Zarok,https://zindisorani.zaroktv.com.tr/hls/stream.m3u8 
唯心,https://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8 
1989香港小姐竞选,http://jsmov2.a.yximgs.com/bs3/video-hls/5259922993058236574_hlsb.m3u8 
金马影院,http://pull.kktv8.com/livekktv/128600025.flv 
民视,rtmp://f13h.mine.nu/sat/tv051 
台视,rtmp://f13h.mine.nu/sat/tv071 
中视,rtmp://f13h.mine.nu/sat/tv091 
华视,rtmp://f13h.mine.nu/sat/tv111 
纬来体育,rtmp://f13h.mine.nu/sat/tv721 
纬来育乐,rtmp://f13h.mine.nu/sat/tv701 
纬来日本,rtmp://f13h.mine.nu/sat/tv771 
东森超视,rtmp://f13h.mine.nu/sat/tv331 
MoMo综合,rtmp://f13h.mine.nu/sat/tv761 
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731 
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741 
TVBS新闻,rtmp://f13h.mine.nu/sat/tv551 
东森财经新闻,rtmp://f13h.mine.nu/sat/tv571 
ELTA体育1,rtmp://f13h.mine.nu/sat/md051 
ELTA体育2,rtmp://f13h.mine.nu/sat/md041 
TVBS欢乐,rtmp://f13h.mine.nu/sat/tv421 
東森幼幼,http://50.7.234.10:8278/yoyo_twn/playlist.m3u8?ct=17874&tid=m84c9b210bc7f11269156&tsum=51340c8fb7ca02ab978ee0791843501d 
AMC电影,http://61.221.215.25:8800/hls/43/index.m3u8 
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8 
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8 
中华小家,http://61.221.215.25:8800/hls/40/index.m3u8 
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8 
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8 
49号频道,http://61.221.215.25:8800/hls/49/index.m3u8 
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8 
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8 
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8 
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8 
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8 
TVBS,http://61.221.215.25:8800/hls/9/index.m3u8 
nhk,http://61.221.215.25:8800/hls/51/index.m3u8 
D-box,http://61.221.215.25:8800/hls/54/index.m3u8 
LISTEN,http://61.221.215.25:8800/hls/58/index.m3u8 
人间卫視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8 
台湾番薯台,https://epg.pw/stream/51cb56342f39e6110b315b4d3c3391ef7b96e4b8cb91bd1e0670393a6da2755f.m3u8 
大爱1,https://pulltv1.wanfudaluye.com/live/tv1.m3u8 
大爱2,https://epg.pw/stream/2b383d639b6b2eade22f2d085141a38ae48a98f24b8a06f485e23f7211bbf909.m3u8 
澳门賽馬,https://live.mastvnet.com/lsdream/zT65oep/1500/live.m3u8 
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8 
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8 
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8 
凤凰中文,http://58.144.154.93/qctv.fengshows.cn/live/0701pcc72.m3u8 
凤凰咨询,http://58.144.154.93/qctv.fengshows.cn/live/0701pin72.m3u8 
凤凰香港,http://58.144.154.93/qctv.fengshows.cn/live/0701phk72.m3u8 
TVB翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3 
凤凰资讯,https://shenxian.serv00.net/fhx.php?id=zx 
翡翠台,http://ali.hlspull.yximgs.com/live/tboxprofhwwqpthqyqtqqqxcxbfhqqfqvhdtqdvbtvqsqxqfsqqcvbctvbfc.flv 
18台,http://ali.hlspull.yximgs.com/live/tboxprovhxqcvfhoeqfqhdoqqqyhcvxclqhqotqyq9qssqfdqcvhthofsqqhyx18.flv 
天映频道,http://ali.hlspull.yximgs.com/live/tboxproqeqcxlvofbqbvnqqsfqvbhfhcvxcvqsqbcvqfdvqsfcbqbnqtypq.flv 
天映经典,http://ali.hlspull.yximgs.com/live/tboxprovcnydsqfqsetqqfcvbcdtsqqfvxcvsqnmbnlqqhqqnmyhsqqftydq.flv 
Thrill恐怖电影,http://ali.hlspull.yximgs.com/live/tboxproecvqweqqosvoqqqsqqqdeqfqxqucqshvqcsqqfcqtchplqy.flv 
中天新闻2,http://ali.hlspull.yximgs.com/live/115d93066d6da7192f2c0a55f25918e0.flv 
中天新闻,http://ali.hlspull.yximgs.com/live/0f782e3450d93c69da4c68a2de638d32.flv 
中天亚洲台,http://ali.hlspull.yximgs.com/live/3619df812a7d98a787054f16ad713f75.flv 
环宇新闻台,http://ali.hlspull.yximgs.com/live/46fdce10edd3c9c4433f47f3335e4bd0.flv 
中视,rtmp://f13h.mine.nu/sat/tv091 
华视,rtmp://f13h.mine.nu/sat/tv111 
台视,rtmp://f13h.mine.nu/sat/tv071 
民视,rtmp://f13h.mine.nu/sat/tv051 
镜新闻,http://ali.hlspull.yximgs.com/live/tboxproexcvqqocvuoqxucfdexqpqqyxchvlqxqfeqhcelethqqdxw.flv 
壹新闻,http://ali.hlspull.yximgs.com/live/tboxpromqfoyqvqsdvbnweqtquqqxqcvfqqsqfhfqddqqlhtbchyxw.flv 
非凡新闻,http://ali.hlspull.yximgs.com/live/tboxprosqtnfqqoqdcbfcxvqfuuqqweqqqsqyuhhdqsqhqynffxw.flv 
三立新闻,http://ali.hlspull.yximgs.com/live/tboxprohmcyoywqqubqdfqfvchtquqxcqxvcbsqfsdxcbmqsllivexw.flv 
东森新闻,http://ali.hlspull.yximgs.com/live/tboxpromhqttuqqcvbyquoqdqqeqywefqqfbxfbxxvbqqqlqqhqsxw.flv 
年代新闻,http://ali.hlspull.yximgs.com/live/tboxprooqevdyscvbudloqlnsfqewtqudvbbqxfqnqlvcqdqdnqxw.flv 
寰宇新闻,http://ali.hlspull.yximgs.com/live/tboxprophxehmffquxcxqveqeqyhmnqqxqqhqdhnqbnxfdqfhyxw.flv 
台视新闻,http://ali.hlspull.yximgs.com/live/tboxproncqqtqqudtqlqcvbcvntqqqsfwetqfvcbcxvdqbqfflvcqtsxw.flv 
中视新闻,http://ali.hlspull.yximgs.com/live/tboxpropnvqydstudqbsqcvbfqqqsqfqsqwetymqldhduqocnqsxw.flv 
民事新闻台,http://ali.hlspull.yximgs.com/live/tboxprocnbvqfhdquqqvcbnqftuqscxqfqeqyhqqvqfmsxw.flv 
东森戏剧,http://211.72.65.236:8530/.m3u8 
TVBSHD,http://211.72.65.236:8575/.m3u8 
凤凰卫视,http://211.72.65.236:8577/.m3u8 
环宇新闻,http://211.72.65.236:8547/.m3u8 
国冡地理野生,http://211.72.65.236:8510/.m3u8 
纬来电影,http://211.72.65.236:8579/.m3u8 
纬来体育,http://211.72.65.236:8585/.m3u8 
动物星球,http://211.72.65.236:8512/.m3u8 
纬来日本,http://211.72.65.236:8537/.m3u8 
中天,http://211.72.65.236:8526/.m3u8 
中天新聞HD,http://211.72.65.236:8541/.m3u8 
东森财经,http://211.72.65.236:8546/.m3u8 
海峡卫视,http://211.72.65.236:8570/.m3u8 
卫视电影,http://211.72.65.236:8578/.m3u8 
卫视中文,http://211.72.65.236:8523/.m3u8 
纬来,http://211.72.65.236:8518/.m3u8 
三立湾,http://211.72.65.236:8521/.m3u8 
东方37,http://211.72.65.236:8528/.m3u8 
好莱坞电影,http://211.72.65.236:8554/.m3u8 
TVBS新闻,http://211.72.65.236:8574/.m3u8CINEMAX 
TVBS欢乐,http://211.72.65.236:8532/.m3u8 
三立都会,http://211.72.65.236:8522/.m3u8 
人间卫视,http://211.72.65.236:8506/.m3u8 
中天娱乐,http://211.72.65.236:8527/.m3u8 
地理野生,http://211.72.65.236:8509/.m3u8 
纬来育乐,http://211.72.65.236:8584/.m3u8 
GOODTV好消息,http://211.72.65.236:8508/.m3u8TCL 
卫视西片,http://211.72.65.236:8583/.m3u8 
东森超视,http://211.72.65.236:8525/.m3u8 
东森幼幼,http://211.72.65.236:8515/.m3u8 
东森,http://211.72.65.236:8524/.m3u8 
纬来戏剧,http://211.72.65.236:8533/.m3u8 
非凡商业,http://211.72.65.236:8545/.m3u8 
八大戏剧,http://211.72.65.236:8531/.m3u8 
湖南卫视,http://211.72.65.236:8573/.m3u8 
八大,http://211.72.65.236:8520/.m3u8 
八大第一,http://211.72.65.236:8519/.m3u8 
亚洲旅游,http://211.72.65.236:8513/.m3u8STARWORD 
公视,http://211.72.65.236:8505/.m3u8 
大爱,http://211.72.65.236:8507/.m3u8 
HBO,http://211.72.65.236:8580/.m3u8 
AXN,http://211.72.65.236:8582/.m3u 
华视新闻,http://37.27.111.214:8080/live/8/hls.m3u8 
寰宇新闻台湾,http://37.27.111.214:8080/live/63/hls.m3u8 
寰宇财经新闻,http://37.27.111.214:8080/live/65/hls.m3u8 
TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8 
TVBS欢乐台,http://37.27.111.214:8080/live/24/hls.m3u8 
亚洲旅游台,http://37.27.111.214:8080/live/10/hls.m3u8 
民视台湾,http://37.27.111.214:8080/live/5/hls.m3u8 
民视第一,http://37.27.111.214:8080/live/4/hls.m3u8 
龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8 
国会频道2,http://37.27.111.214:8080/live/104/hls.m3u8 
中视经典,http://37.27.111.214:8080/live/47/hls.m3u8 
三立综合台,http://37.27.111.214:8080/live/31/hls.m3u8 
博斯高球1,http://37.27.111.214:8080/live/13/hls.m3u8 
博斯运动1,http://37.27.111.214:8080/live/14/hls.m3u8 
博斯无限,http://37.27.111.214:8080/live/15/hls.m3u8 
博斯网球,http://37.27.111.214:8080/live/16/hls.m3u8 
liveMTV,http://37.27.111.214:8080/live/25/hls.m3u8 
幸福空间,http://37.27.111.214:8080/live/26/hls.m3u8 
猪哥亮歌厅秀,http://37.27.111.214:8080/live/29/hls.m3u8 
龍崋戏剧,http://37.27.111.214:8080/live/41/hls.m3u8 
龍崋日韩,http://37.27.111.214:8080/live/42/hls.m3u8 
中视采青,http://37.27.111.214:8080/live/48/hls.m3u8 
东森购物,http://37.27.111.214:8080/live/61/hls.m3u8 
东森购物2,http://37.27.111.214:8080/live/66/hls.m3u8 
live互动英语,http://37.27.111.214:8080/live/54/hls.m3u8 
生活英语台,http://37.27.111.214:8080/live/56/hls.m3u8 
全球财经HD,http://37.27.111.214:8080/live/64/hls.m3u8 
台湾综艺,http://37.27.111.214:8080/live/67/hls.m3u8 
台湾旅游,http://37.27.111.214:8080/live/82/hls.m3u8 
台湾影剧,http://37.27.111.214:8080/live/88/hls.m3u8 
智林体育台,http://37.27.111.214:8080/live/77/hls.m3u8 
ELTA生活旅游,http://37.27.111.214:8080/live/85/hls.m3u8 
公视戏剧,http://37.27.111.214:8080/live/87/hls.m3u8 
影迷纪宝台,http://37.27.111.214:8080/live/92/hls.m3u8 
国会频道1,http://37.27.111.214:8080/live/103/hls.m3u8 
尼克儿童频道,http://37.27.111.214:8080/live/12/hls.m3u8 
尼克Jr儿童频道,http://37.27.111.214:8080/live/22/hls.m3u8 
经典卡通台,http://37.27.111.214:8080/live/105/hls.m3u8 
金光布袋戏,http://37.27.111.214:8080/live/93/hls.m3u8 
经典卡通台2,http://37.27.111.214:8080/live/107/hls.m3u8 
未知3,http://37.27.111.214:8080/live/109/hls.m3u8 
赛车V+,http://37.27.111.214:8080/live/78/hls.m3u8 
PetClubTV,http://37.27.111.214:8080/live/81/hls.m3u8 
lovenature,http://37.27.111.214:8080/live/84/hls.m3u8 
ROCK,http://37.27.111.214:8080/live/70/hls.m3u8 
HQKKQTV,http://37.27.111.214:8080/live/1/hls.m3u8 
tiTV,http://37.27.111.214:8080/live/2/hls.m3u8 
MOMO,http://37.27.111.214:8080/live/3/hls.m3u8 
HITS,http://37.27.111.214:8080/live/35/hls.m3u8 
S6,http://37.27.111.214:8080/live/29/hls.m3u8 
cinemaworld,http://37.27.111.214:8080/live/30/hls.m3u8 
rpllor,http://37.27.111.214:8080/live/40/hls.m3u 
镜新闻,http://ali.hlspull.yximgs.com/live/tboxproexcvqqocvuoqxucfdexqpqqyxchvlqxqfeqhcelethqqdxw.flv 
壹新闻,http://ali.hlspull.yximgs.com/live/tboxpromqfoyqvqsdvbnweqtquqqxqcvfqqsqfhfqddqqlhtbchyxw.flv 
非凡新闻,http://ali.hlspull.yximgs.com/live/tboxprosqtnfqqoqdcbfcxvqfuuqqweqqqsqyuhhdqsqhqynffxw.flv 
三立新闻,http://ali.hlspull.yximgs.com/live/tboxprohmcyoywqqubqdfqfvchtquqxcqxvcbsqfsdxcbmqsllivexw.flv 
东森新闻,http://ali.hlspull.yximgs.com/live/tboxpromhqttuqqcvbyquoqdqqeqywefqqfbxfbxxvbqqqlqqhqsxw.flv 
年代新闻,http://ali.hlspull.yximgs.com/live/tboxprooqevdyscvbudloqlnsfqewtqudvbbqxfqnqlvcqdqdnqxw.flv 
中天新闻,http://ali.hlspull.yximgs.com/live/tboxpropqqtvvqqqyquuqqfvbscvqdqtwqfsqqsqqqcvuyqemqeqtxw.flv 
寰宇新闻,http://ali.hlspull.yximgs.com/live/tboxprophxehmffquxcxqveqeqyhmnqqxqqhqdhnqbnxfdqfhyxw.flv 
台视新闻,http://ali.hlspull.yximgs.com/live/tboxproncqqtqqudtqlqcvbcvntqqqsfwetqfvcbcxvdqbqfflvcqtsxw.flv 
中视新闻,http://ali.hlspull.yximgs.com/live/tboxpropnvqydstudqbsqcvbfqqqsqfqsqwetymqldhduqocnqsxw.flv 
民事新闻台,http://ali.hlspull.yximgs.com/live/tboxprocnbvqfhdquqqvcbnqftuqscxqfqeqyhqqvqfmsxw.flv 

